doi,study_id,author,year,year_date,country,country_economic_category,country_economic_category1,study_design,number_of_patients,inclusion_criteria,exclusion_criteria,extracorporeal,renal_function,patient_characteristics,patient_characteristics1,patient_characteristics2,patient_characteristics3,patient_characteristics4,other_patient_groups_studied,samples_used,other_samples,betalactam_studied,abx_cat,other_antimicrobials,quantification_method,modelling_software,compartments,model_evaluation_process,covariate_identification,covariate_testing_method,method_for_PTA,covariates_reported
https://dx.doi.org/10.1128/aac.00321-22,144,Truong,2022,2022-01-01,Vietnam,Lower-middle-income,Middle-income,prospective PK study,27,"aged ≥18 years with meropenem administration, ICU stay of >24 h, and a urine catheter in situ","receiving RRT, plasma exchange, or ECMO prior to study enrollment",no,normal,general ICU,general ICU,NA,NA,NA,no,plasma,no,meropenem,carbapenem,no,HPLC-UV,Pmetrics,1,"goodness-of-fit, bias, precision, VPC, bootstrapping",clinical plausibility,"stepwise forward inclusion, backward elimination, LLR",Monte Carlo,yes
https://doi.org/10.1128/aac.01657-16,145,Tsai,2016,2016-01-01,Australia,High-income,High-income,prospective PK study,9,(i) Australian Indigenous; (ii) ≥18 years of age; (iii) confirmed or suspected severe sepsis within the previous 48 h; (iv) prescribed meropenem; and (v) an arterial line in situ,(i) creatinine clearance (CLCr) <15 mL/min; (ii) requiring haemodialysis or continuous renal replacement therapy; and (iii) pregnancy,no,normal,sepsis,sepsis,NA,NA,NA,no,plasma,no,piperacillin,penicillin,tazobactam,UHPLC-MS/MS,Pmetrics,2,"goodness-of-fit, coefficient of determination, bias, imprecision, VPC",NA,"LLR, goodness-of-fit",NA,yes
https://dx.doi.org/10.1016/j.ijantimicag.2016.08.015,146,Tsai,2016,2016-01-01,Australia,High-income,High-income,prospective PK study,11,(i) Australian Indigenous; (ii) ≥18 years of age; (iii) confirmed or suspected severe sepsis within the previous 48 h; (iv) prescribed meropenem; and (v) an arterial line in situ,(i) creatinine clearance (CLCr) <15 mL/min; (ii) requiring haemodialysis or continuous renal replacement therapy; and (iii) pregnancy,no,normal,sepsis,sepsis,NA,NA,NA,no,plasma,no,meropenem,carbapenem,no,HPLC-UV,Pmetrics,2,"goodness-of-fit, coefficient of determination, bias, imprecision",NA,"LLR, Goodness-of-fit",Monte Carlo,yes
https://dx.doi.org/10.1186/s13054-015-0750-y,147,Udy,2015,2015-01-01,Australia,High-income,High-income,prospective PK study,48,between 18 and 80 years of age and were receiving piperacillin-tazobactam for the treatment of sepsis (defined as presumed or confirmed nosocomial infection while manifesting a systemic inflammatory response syndrome),"(1) did not have an intraarterial line inserted as part of routine management (to allow repeated plasma sampling without additional venipuncture), (2) had renal impairment (defined by a plasma creatinine concentration (CR) greater than 171 μmol/L or the need for renal replacement therapy) or (3) had a history of allergy to piperacillin or iodine",no,normal,sepsis,sepsis,NA,NA,NA,no,plasma,no,piperacillin,penicillin,no,HPLC-UV,NONMEM 7.1,2,"LLR, OFV, goodness-of-fit, bootstrapping",NA,NA,Monte Carlo,yes
https://dx.doi.org/10.1093/jac/dkq184,148,Ulldemolins,2010,2010-01-01,Australia,High-income,High-income,prospective PK study,10,"age between 18 and 80 years old, known or suspected infection produced by MSSA, hypoalbuminaemia arbitrarily defined as albumin plasma levels ≤32 g/L",severe renal dysfunction arbitrarily defined as plasma creatinine concentration <170 µmol/L,no,normal,"hypoalbuminaemia, sepsis",hypoalbuminaemia,sepsis,NA,NA,no,plasma,urine,flucloxacillin,penicillin,no,HPLC-UV,NONMEM 6.1,2,"OFV, goodness-of-fit, bootstrapping",NA,"stepwise forward inclusion, OFV",Monte Carlo,yes
https://dx.doi.org/10.1128/AAC.00712-15,149,Ulldemolins,2015,2015-01-01,Spain,High-income,High-income,prospective PK study,30,"age of ≥18 years, a diagnosis of septic shock by the criteria of the Surviving Sepsis Campaign guidelines, CRRT, and an indication for treatment with meropenem",severe chronic kidney disease requiring RRT,RRT,impaired,"septic shock, CRRT",septic shock,CRRT,NA,NA,no,plasma,no,meropenem,carbapenem,no,LC-MS/MS,NONMEM 7.3,1,"VPC, bootstrapping, bias, imprecision, goodness-of-fit, LLR",biological plausibility,"stepwise forward inclusion, LLR, Bayesian shrinkage",Monte Carlo,yes
https://dx.doi.org/10.1093/jac/dkv503,150,Ulldemolins,2016,2016-01-01,Spain,High-income,High-income,prospective PK study,19,"age ≥18 years, MODS including septic shock diagnosed by the Surviving Sepsis Campaign guidelines criteria,11 AKI requiring CVVHDF and clinical indication for piperacillin",chronic renal disease requiring dialysis,RRT,impaired,"MODS, CRRT",MODS,CRRT,NA,NA,no,plasma,no,piperacillin,penicillin,tazobactam,LC-MS/MS,NONMEM 7.3,2,"goodness-of-fit, LLR, OFV, Bayesian estimates, precision, observed concentrations, VPC, bootstrapping",biological plausibility,"stepwise forward inclusion, OFV, Bayesian shrinkage",Monte Carlo,yes
https://dx.doi.org/10.1007/s00228-021-03100-5,151,Ulldemolins,2021,2021-01-01,Spain,High-income,High-income,prospective PK study,8,"Inclusion criteria were age ≥18 years, septic shock diagnosed by the Surviving Sepsis Campaign guidelines criteria, AKI requiring CVVHDF, and clinical indication for ceftriaxone.",The major exclusion criterion was chronic renal disease requiring intermittent chronic dialysis,RRT,impaired,"sepsis, hypoalbuminaemia, CRRT",sepsis,hypoalbuminaemia,CRRT,NA,no,plasma,no,ceftriaxone,cephalosporin,no,LC-MS/MS,NONMEM 7.3,2,"goodness-of-fit, OFV, AIC, BIC, bootstrap resampling, VPC",biological plausibility,cumulative forward inclusion/backward elimination,Monte Carlo,yes
https://doi.org/10.1007/bf00542421,152,Van Dalen,1986,1986-01-01,Netherlands,High-income,High-income,prospective PK study,20,"All patients were on mechanical ventilation in the Intensive Care Department. After informed consent had been obtained, 20 patients were selected for the study",NA,RRT,impaired,"heart failure, septic shock, hypovolaemia",heart failure,septic shock,hypovolaemia,NA,no,serum,urine,ceftazidime,cephalosporin,no,HPLC,NON-LIN,2,NA,NA,NA,NA,no
https://dx.doi.org/10.1007/BF01960743,153,Van Dalen,1987,1987-01-01,Netherlands,High-income,High-income,prospective PK study,64,adults on mechanical ventilation in the intensive-care department,NA,RRT,impaired,"heart failure, septic shock, hypovolaemia",heart failure,septic shock,hypovolaemia,NA,no,serum,urine,"cefoxitin, cefuroxime, ceftazidime, ceftriaxone",cephalosporin,no,HPLC,NON-LIN,2,NA,NA,NA,NA,no
https://doi.org/10.1007/s001340050424,154,van der Werf,1997,1997-01-01,Netherlands,High-income,High-income,prospective PK study,9,"aged over 18 years with anuric renal failure, requiring CVVH and in need of antimicrobial treatment including the covering of gram-negative pathogens, as judged by the attending physician, were selected by the investigators among patients admitted to our Intensive Care Unit (ICU) with the consent of the responsible physician","any evidence for contraindication, e. g., idiosyncrasy, allergy or other intolerance for the study medication or any other beta-lactam antibiotic agent",RRT,impaired,"general ICU, CRRT",CRRT,NA,NA,NA,no,serum,no,piperacillin,penicillin,tazobactam,HPLC,KINFIT,2,NA,NA,NA,NA,no
https://dx.doi.org/10.1128/AAC.01801-15,156,Vossen,2015,2015-01-01,Austria,High-income,High-income,prospective PK study,14,Only sedated and intubated patients 18 years old or older and in need of intensive care unit (ICU) treatment and renal replacement therapy were deemed eligible,Exclusion criteria included a urine production of >500 ml/24 h and therapy with probenecid or valproic acid,RRT,impaired,CRRT,CRRT,NA,NA,NA,no,plasma,effluent,doripenem,carbapenem,no,HPLC-UV,NONMEM 7.3,2,"OFV, goodness-of-fit, VPC",NA,"stepwise forward inclusion, backward elimination",Monte Carlo,yes
https://dx.doi.org/10.1093/jac/dkab314,157,Wallenburg,2021,2021-01-01,Netherlands,High-income,High-income,prospective PK study,33,Patients admitted to the ICU who were treated with flucloxacillin IV therapy were eligible for inclusion if they were ≥18 years of age and if they were managed with a central venous or arterial catheter to facilitate blood sampling,NA,RRT,impaired,general ICU,general ICU,NA,NA,NA,no,plasma,no,flucloxacillin,penicillin,no,LC-MS/MS,NONMEM 7.4.1,2,"OFV, goodness-of-fit",physiological plausibility,OFV,Monte Carlo,yes
https://dx.doi.org/10.1007/s40262-022-01113-6,158,Wallenburg,2022,2022-01-01,Netherlands,High-income,High-income,prospective PK study,39,"All patients admitted to the ICU who were treated with intravenous piperacillin–tazobactam as part of routine clinical care were eligible for inclusion if they were ≥ 18 years of age, started piperacillin–tazobactam therapy ≤ 72 h before inclusion, and were managed with a central venous and/or arterial catheter",renal replacement therapy or extracorporeal membrane oxygenation,no,normal,general ICU,general ICU,NA,NA,NA,no,plasma,urine,piperacillin,penicillin,tazobactam,UPLC-MS/MS,NONMEM 7.4.1,2,"OFV, goodness-of-fit, AIC",physiological plausibility,"OFV, AIC",Monte Carlo,yes
https://dx.doi.org/10.1111/bcp.14846,159,Westermann,2021,2021-01-01,Germany,High-income,High-income,prospective PK study,25,Patients aged ≥18 years with sepsis treated with meropenem were eligible for study enrolment,NA,RRT,impaired,"CRRT, sepsis",CRRT,sepsis,NA,NA,no,plasma,no,meropenem,carbapenem,no,LC-MS/MS,NONMEM 7.4,1,"LLR, OFV, AIC, goodness-of-fit, VPC, bootstrapping",biological plausibility,"stepwise forward inclusion, backward elimination",Monte Carlo,yes
https://dx.doi.org/10.1093/jac/40.2.269,160,Young,1997,1997-01-01,China,Upper-middle-income,Middle-income,prospective PK study,10,adult patients in the Intensive Care Unit who required ceftazidime according to usual clinical practice were enrolled,"history of allergy to cephalosporins, renal impairment (as defined by a serum creatinine concentration of 120 mol/L) or were already receiving ceftazidime",no,normal,pneumonia,pneumonia,NA,NA,NA,no,plasma,no,ceftazidime,cephalosporin,no,HPLC,MK MODEL 5.02,2,NA,NA,multiple regression analysis,NA,yes
https://dx.doi.org/10.3390/pharmaceutics14122786,161,Zahr,2022,2022-01-01,France,High-income,High-income,retrospective PK study,55,hospitalized in the intensive care units (ICU) at Pitié-Salpêtrière hospital. Patients were treated by cefiderocol in combination with other antibiotics for ventilator-associated bacterial pneumonia (VABP),NA,no,unclear,VAP,VAP,NA,NA,NA,no,plasma,no,cefiderocol,cephalosporin,no,UPLC-MS/MS,Monolix 2020R1,2,"BIC, VPC, goodness-of-fit, NPDE",NA,NA,NA,yes
https://dx.doi.org/10.1007/s40121-021-00551-2,162,Zhao,2022,2022-01-01,China,Upper-middle-income,Middle-income,prospective PK study,64,"(1) patients admitted to the Department of Respiratory and Critical Care Medicine in our hospital with a diagnosis of pneumonia; (2) use of meropenem empirically or therapeutically; (3) time of continuous medication > 2 days; (4) at least one steady-state plasma concentration could be obtained; (5) age > 18 years, and (6) gram-negative bacteria were isolated from specimen culture if possible",(1) pregnancy and lactation; (2) allergy to carbapenems; (3) concomitant uses of sodium valproate; (4) incomplete dosing information or clinical data,no,unclear,pneumonia,pneumonia,NA,NA,NA,no,blood,no,meropenem,carbapenem,no,HPLC,Phoenix NLME 8.1,2,"VPC, goodness-of-fit, OFV",NA,OFV,Monte Carlo,yes
https://doi.org/10.1128/aac.01347-15,163,Öbrink-Hansen,2015,2015-01-01,Denmark,High-income,High-income,prospective PK study,15,Critically ill patients with known or suspected septic shock who required noradrenaline infusion and who were prescribed piperacillin-tazobactam (4 g/0.5 g) (Tazocin) by the treating physician were eligible for the study. All patients had an arterial catheter.,Patients on renal replacement therapy and patients under the age of 18 years were excluded.,no,normal,septic shock,septic shock,NA,NA,NA,no,plasma,no,piperacillin,penicillin,tazobactam,UHPLC,NONMEM 7.2,2,"goodness-of-fit, VPC, OFV",NA,"stepwise forward inclusion, backward elimination, OFV",Monte Carlo,yes
